section	saleinit	datesold	title	cost	listpric	salepric
Web Design	JMB	01/17/98	Web Design Title  25	$20.97	$29.95	$29.95
Web Design	BLT	01/25/98	Web Design Title  26	$25.17	$35.95	$35.95
Web Design	MJM	01/30/98	Web Design Title  27	$23.07	$32.95	$32.95
Web Design	JMB	01/05/98	Web Design Title  28	$23.07	$32.95	$32.95
Web Design	BLT	01/25/98	Web Design Title  29	$20.97	$29.95	$29.95
Web Design	BLT	01/01/98	Web Design Title  30	$20.27	$28.95	$28.95
Web Design	JMB	01/08/98	Web Design Title  31	$23.07	$32.95	$32.95
Web Design	MJM	01/18/98	Web Design Title  32	$25.17	$35.95	$32.36
Web Design	BLT	01/12/98	Web Design Title  33	$23.07	$32.95	$32.95
Web Design	BLT	01/31/98	Web Design Title  34	$17.47	$24.95	$19.96
Web Design	MJM	01/15/98	Web Design Title  35	$25.17	$35.95	$35.95
Web Design	MJM	01/18/98	Web Design Title  36	$26.36	$32.95	$32.95
Web Design	BLT	01/24/98	Web Design Title  37	$20.97	$29.95	$29.95
Web Design	BLT	01/12/98	Web Design Title  38	$17.47	$24.95	$24.95
Web Design	MJM	01/27/98	Web Design Title  39	$20.27	$28.95	$28.95
Web Design	BLT	01/22/98	Web Design Title  40	$25.17	$35.95	$32.36
Web Design	BLT	01/28/98	Web Design Title  41	$20.97	$29.95	$29.95
Web Design	MJM	01/15/98	Web Design Title  42	$30.07	$42.95	$42.95
Web Design	JMB	01/29/98	Web Design Title  43	$25.17	$35.95	$35.95
Web Design	JMB	01/02/98	Web Design Title  44	$20.97	$29.95	$29.95
Web Design	MJM	01/18/98	Web Design Title  45	$20.97	$29.95	$29.95
Web Design	JMB	01/05/98	Web Design Title  46	$20.97	$29.95	$29.95
Web Design	MJM	01/09/98	Web Design Title  47	$20.27	$28.95	$28.95
Web Design	BLT	01/22/98	Web Design Title  48	$23.16	$28.95	$26.06
Web Design	MJM	01/30/98	Web Design Title  49	$25.17	$35.95	$35.95
Web Design	JMB	01/20/98	Web Design Title  50	$20.97	$29.95	$29.95
Web Design	JMB	01/26/98	Web Design Title  51	$20.97	$29.95	$23.96
Web Design	MJM	01/03/98	Web Design Title  52	$20.27	$28.95	$28.95
Web Design	BLT	01/22/98	Web Design Title  53	$20.27	$28.95	$28.95
Web Design	JMB	01/02/98	Web Design Title  54	$20.97	$29.95	$29.95
Web Design	BLT	01/13/98	Web Design Title  55	$25.17	$35.95	$35.95
Web Design	BLT	01/10/98	Web Design Title  56	$20.27	$28.95	$26.06
Web Design	BLT	01/28/98	Web Design Title  57	$25.17	$35.95	$35.95
Web Design	JMB	01/14/98	Web Design Title  58	$17.47	$24.95	$24.95
Web Design	BLT	01/16/98	Web Design Title  59	$23.07	$32.95	$32.95
Web Design	BLT	01/07/98	Web Design Title  60	$26.36	$32.95	$32.95
Web Design	BLT	01/25/98	Web Design Title  61	$20.27	$28.95	$28.95
Web Design	MJM	01/30/98	Web Design Title  62	$17.47	$24.95	$24.95
Web Design	BLT	01/13/98	Web Design Title  63	$17.47	$24.95	$24.95
Web Design	MJM	01/03/98	Web Design Title  64	$23.07	$32.95	$29.66
Web Design	BLT	01/28/98	Web Design Title  65	$25.17	$35.95	$35.95
Web Design	JMB	01/29/98	Web Design Title  66	$30.07	$42.95	$42.95
Web Design	BLT	01/22/98	Web Design Title  67	$17.47	$24.95	$24.95
Web Design	BLT	01/28/98	Web Design Title  68	$17.47	$24.95	$19.96
Web Design	JMB	01/08/98	Web Design Title  69	$20.97	$29.95	$29.95
Web Design	MJM	01/18/98	Web Design Title  70	$27.97	$39.95	$39.95
Web Design	MJM	01/15/98	Web Design Title  71	$16.07	$22.95	$22.95
Web Design	MJM	01/09/98	Web Design Title  72	$31.96	$39.95	$35.96
Web Design	BLT	01/12/98	Web Design Title  73	$23.07	$32.95	$32.95
Web Design	BLT	01/24/98	Web Design Title  74	$17.47	$24.95	$24.95
Web Design	JMB	01/29/98	Web Design Title  75	$13.97	$19.95	$19.95
Web Design	BLT	01/19/98	Web Design Title  76	$16.07	$22.95	$22.95
Web Design	MJM	01/09/98	Web Design Title  77	$23.07	$32.95	$32.95
Web Design	MJM	01/30/98	Web Design Title  78	$20.27	$28.95	$28.95
Web Design	BLT	01/01/98	Web Design Title  79	$20.27	$28.95	$28.95
Web Design	JMB	01/26/98	Web Design Title  80	$27.97	$39.95	$35.96
Web Design	JMB	01/08/98	Web Design Title  81	$25.17	$35.95	$35.95
Web Design	JMB	01/17/98	Web Design Title  82	$20.97	$29.95	$29.95
Web Design	JMB	01/29/98	Web Design Title  83	$23.07	$32.95	$32.95
Web Design	JMB	01/23/98	Web Design Title  84	$28.76	$35.95	$35.95
Web Design	MJM	01/30/98	Web Design Title  85	$13.97	$19.95	$15.96
Internet	BLT	02/25/98	Internet Title   1	$27.97	$39.95	$39.95
Internet	BLT	02/25/98	Internet Title   2	$53.87	$76.95	$76.95
Internet	JMB	02/02/98	Internet Title   3	$17.47	$24.95	$24.95
Internet	BLT	02/12/98	Internet Title   4	$25.17	$35.95	$35.95
Internet	JMB	02/05/98	Internet Title   5	$23.07	$32.95	$32.95
Internet	JMB	02/14/98	Internet Title   6	$20.97	$29.95	$29.95
Internet	JMB	02/11/98	Internet Title   7	$23.07	$32.95	$32.95
Internet	BLT	02/04/98	Internet Title   8	$13.27	$18.95	$17.06
Internet	MJM	02/21/98	Internet Title   9	$29.37	$41.95	$41.95
Internet	BLT	02/24/98	Internet Title  10	$27.97	$39.95	$39.95
Internet	JMB	02/02/98	Internet Title  11	$23.07	$32.95	$32.95
Internet	BLT	02/12/98	Internet Title  12	$26.36	$32.95	$32.95
Internet	BLT	02/25/98	Internet Title  13	$16.07	$22.95	$22.95
Internet	BLT	02/19/98	Internet Title  14	$20.97	$29.95	$29.95
Internet	MJM	02/03/98	Internet Title  15	$53.87	$76.95	$76.95
Internet	BLT	02/04/98	Internet Title  16	$23.07	$32.95	$29.66
Internet	MJM	02/06/98	Internet Title  17	$23.07	$32.95	$26.36
Internet	MJM	02/03/98	Internet Title  18	$20.27	$28.95	$28.95
Internet	MJM	02/15/98	Internet Title  19	$25.17	$35.95	$35.95
Internet	BLT	02/25/98	Internet Title  20	$23.07	$32.95	$32.95
Internet	BLT	02/01/98	Internet Title  21	$20.97	$29.95	$29.95
Internet	BLT	02/10/98	Internet Title  22	$20.27	$28.95	$28.95
Internet	BLT	02/12/98	Internet Title  23	$20.97	$29.95	$29.95
Internet	BLT	02/12/98	Internet Title  24	$23.16	$28.95	$26.06
Internet	JMB	02/08/98	Internet Title  25	$25.17	$35.95	$35.95
Internet	BLT	02/25/98	Internet Title  26	$20.27	$28.95	$28.95
Internet	BLT	02/22/98	Internet Title  27	$25.17	$35.95	$35.95
Internet	MJM	02/18/98	Internet Title  28	$23.07	$32.95	$32.95
Internet	BLT	02/01/98	Internet Title  29	$17.47	$24.95	$24.95
Internet	BLT	02/04/98	Internet Title  30	$23.07	$32.95	$32.95
Internet	BLT	02/04/98	Internet Title  31	$20.97	$29.95	$29.95
Internet	MJM	02/15/98	Internet Title  32	$20.27	$28.95	$26.06
Internet	BLT	02/07/98	Internet Title  33	$20.27	$28.95	$28.95
Internet	BLT	02/22/98	Internet Title  34	$20.27	$28.95	$23.16
Internet	BLT	02/24/98	Internet Title  35	$30.07	$42.95	$42.95
Internet	BLT	02/16/98	Internet Title  36	$19.96	$24.95	$24.95
Internet	BLT	02/25/98	Internet Title  37	$16.07	$22.95	$22.95
Internet	JMB	02/17/98	Internet Title  38	$20.97	$29.95	$29.95
Internet	BLT	02/24/98	Internet Title  39	$20.27	$28.95	$28.95
Internet	JMB	02/20/98	Internet Title  40	$17.47	$24.95	$22.46
Internet	BLT	02/22/98	Internet Title  41	$27.97	$39.95	$39.95
Internet	BLT	02/10/98	Internet Title  42	$23.07	$32.95	$32.95
Internet	JMB	02/26/98	Internet Title  43	$17.47	$24.95	$24.95
Internet	BLT	02/10/98	Internet Title  44	$20.97	$29.95	$29.95
Internet	JMB	02/08/98	Internet Title  45	$20.97	$29.95	$29.95
Internet	BLT	02/12/98	Internet Title  46	$23.07	$32.95	$32.95
Internet	JMB	02/17/98	Internet Title  47	$23.07	$32.95	$32.95
Internet	MJM	02/06/98	Internet Title  48	$23.96	$29.95	$26.96
Internet	BLT	02/10/98	Internet Title  49	$17.47	$24.95	$24.95
Internet	BLT	02/04/98	Internet Title  50	$27.97	$39.95	$39.95
Internet	BLT	02/10/98	Internet Title  51	$23.07	$32.95	$26.36
Internet	BLT	02/22/98	Internet Title  52	$20.27	$28.95	$28.95
Internet	BLT	02/07/98	Internet Title  53	$27.97	$39.95	$39.95
Internet	BLT	02/25/98	Internet Title  54	$23.07	$32.95	$32.95
Internet	BLT	02/04/98	Internet Title  55	$20.97	$29.95	$29.95
Internet	MJM	02/15/98	Internet Title  56	$20.97	$29.95	$26.96
Internet	BLT	02/12/98	Internet Title  57	$25.17	$35.95	$35.95
Internet	JMB	02/05/98	Internet Title  58	$17.47	$24.95	$24.95
Internet	BLT	02/13/98	Internet Title  59	$17.47	$24.95	$24.95
Internet	BLT	02/01/98	Internet Title  60	$23.16	$28.95	$28.95
Internet	MJM	02/03/98	Internet Title  61	$16.07	$22.95	$22.95
Internet	BLT	02/24/98	Internet Title  62	$16.07	$22.95	$22.95
Internet	MJM	02/18/98	Internet Title  63	$20.97	$29.95	$29.95
Internet	JMB	02/14/98	Internet Title  64	$20.27	$28.95	$26.06
Internet	MJM	02/03/98	Internet Title  65	$17.47	$24.95	$24.95
Internet	BLT	02/28/98	Internet Title  66	$23.07	$32.95	$32.95
Internet	BLT	02/25/98	Internet Title  67	$17.47	$24.95	$24.95
Internet	MJM	02/21/98	Internet Title  68	$27.97	$39.95	$31.96
Internet	MJM	02/03/98	Internet Title  69	$20.97	$29.95	$29.95
Internet	MJM	02/18/98	Internet Title  70	$17.47	$24.95	$24.95
Internet	JMB	02/11/98	Internet Title  71	$17.47	$24.95	$24.95
Internet	BLT	02/13/98	Internet Title  72	$19.96	$24.95	$22.46
Internet	JMB	02/20/98	Internet Title  73	$20.97	$29.95	$29.95
Internet	MJM	02/27/98	Internet Title  74	$16.07	$22.95	$22.95
Internet	MJM	02/09/98	Internet Title  75	$20.97	$29.95	$29.95
Internet	MJM	02/03/98	Internet Title  76	$16.07	$22.95	$22.95
Internet	JMB	02/17/98	Internet Title  77	$23.07	$32.95	$32.95
Internet	MJM	02/21/98	Internet Title  78	$17.47	$24.95	$24.95
Internet	BLT	02/01/98	Internet Title  79	$25.17	$35.95	$35.95
Internet	BLT	02/04/98	Internet Title  80	$20.97	$29.95	$26.96
Internet	MJM	02/21/98	Internet Title  81	$53.87	$76.95	$76.95
Internet	BLT	02/25/98	Internet Title  82	$20.97	$29.95	$29.95
Internet	MJM	02/18/98	Internet Title  83	$25.17	$35.95	$35.95
Internet	BLT	02/07/98	Internet Title  84	$26.36	$32.95	$32.95
Internet	BLT	02/24/98	Internet Title  85	$23.07	$32.95	$26.36
Internet	JMB	02/20/98	Internet Title  86	$25.17	$35.95	$35.95
Internet	BLT	02/19/98	Internet Title  87	$23.07	$32.95	$32.95
Internet	BLT	02/22/98	Internet Title  88	$25.17	$35.95	$32.36
Internet	BLT	02/19/98	Internet Title  89	$20.97	$29.95	$29.95
Internet	BLT	02/12/98	Internet Title  90	$20.97	$29.95	$29.95
Internet	JMB	02/02/98	Internet Title  91	$25.17	$35.95	$35.95
Internet	BLT	02/24/98	Internet Title  92	$25.17	$35.95	$35.95
Internet	BLT	02/24/98	Internet Title  93	$30.07	$42.95	$42.95
Internet	BLT	02/24/98	Internet Title  94	$20.97	$29.95	$29.95
Internet	MJM	02/15/98	Internet Title  95	$17.47	$24.95	$24.95
Internet	JMB	02/14/98	Internet Title  96	$26.36	$32.95	$29.66
Internet	MJM	02/18/98	Internet Title  97	$20.27	$28.95	$28.95
Internet	MJM	02/06/98	Internet Title  98	$20.97	$29.95	$29.95
Internet	JMB	02/08/98	Internet Title  99	$25.17	$35.95	$35.95
Internet	MJM	02/15/98	Internet Title 100	$20.97	$29.95	$29.95
Internet	JMB	02/14/98	Internet Title 101	$17.47	$24.95	$24.95
Internet	BLT	02/07/98	Internet Title 102	$20.27	$28.95	$23.16
Internet	JMB	02/08/98	Internet Title 103	$25.17	$35.95	$35.95
Internet	BLT	02/25/98	Internet Title 104	$17.47	$24.95	$22.46
Internet	JMB	02/26/98	Internet Title 105	$27.97	$39.95	$39.95
Internet	BLT	02/19/98	Internet Title 106	$17.47	$24.95	$24.95
Internet	BLT	02/04/98	Internet Title 107	$16.07	$22.95	$22.95
Internet	JMB	02/02/98	Internet Title 108	$26.36	$32.95	$32.95
Internet	JMB	02/14/98	Internet Title 109	$13.27	$18.95	$18.95
Internet	JMB	02/14/98	Internet Title 110	$20.97	$29.95	$29.95
Internet	BLT	02/16/98	Internet Title 111	$25.17	$35.95	$35.95
Internet	BLT	02/16/98	Internet Title 112	$20.97	$29.95	$26.96
Internet	JMB	02/02/98	Internet Title 113	$13.97	$19.95	$19.95
Internet	BLT	02/04/98	Internet Title 114	$25.17	$35.95	$35.95
Internet	BLT	02/04/98	Internet Title 115	$20.97	$29.95	$29.95
Internet	BLT	02/12/98	Internet Title 116	$25.17	$35.95	$35.95
Internet	JMB	02/05/98	Internet Title 117	$23.07	$32.95	$32.95
Internet	MJM	02/06/98	Internet Title 118	$25.17	$35.95	$35.95
Internet	BLT	02/12/98	Internet Title 119	$13.97	$19.95	$15.96
Internet	BLT	02/16/98	Internet Title 120	$19.96	$24.95	$22.46
Networks and Communication	MJM	02/21/98	Networks and Communication Title   1	$20.27	$28.95	$28.95
Networks and Communication	JMB	02/05/98	Networks and Communication Title   2	$20.97	$29.95	$29.95
Networks and Communication	BLT	02/25/98	Networks and Communication Title   3	$17.47	$24.95	$24.95
Networks and Communication	MJM	02/03/98	Networks and Communication Title   4	$23.07	$32.95	$32.95
Networks and Communication	BLT	02/24/98	Networks and Communication Title   5	$17.47	$24.95	$24.95
Networks and Communication	MJM	02/06/98	Networks and Communication Title   6	$25.17	$35.95	$35.95
Networks and Communication	BLT	02/22/98	Networks and Communication Title   7	$23.07	$32.95	$32.95
Networks and Communication	BLT	02/16/98	Networks and Communication Title   8	$17.47	$24.95	$22.46
Networks and Communication	JMB	02/02/98	Networks and Communication Title   9	$20.27	$28.95	$28.95
Networks and Communication	BLT	02/19/98	Networks and Communication Title  10	$23.07	$32.95	$32.95
Networks and Communication	BLT	02/07/98	Networks and Communication Title  11	$20.27	$28.95	$28.95
Networks and Communication	MJM	02/03/98	Networks and Communication Title  12	$26.36	$32.95	$32.95
Networks and Communication	JMB	02/17/98	Networks and Communication Title  13	$13.97	$19.95	$19.95
Networks and Communication	JMB	02/23/98	Networks and Communication Title  14	$17.47	$24.95	$24.95
Networks and Communication	JMB	02/05/98	Networks and Communication Title  15	$17.47	$24.95	$24.95
Networks and Communication	BLT	02/12/98	Networks and Communication Title  16	$13.27	$18.95	$17.06
Networks and Communication	JMB	02/23/98	Networks and Communication Title  17	$20.27	$28.95	$23.16
Networks and Communication	BLT	02/04/98	Networks and Communication Title  18	$20.97	$29.95	$29.95
Networks and Communication	BLT	02/19/98	Networks and Communication Title  19	$20.97	$29.95	$29.95
Networks and Communication	MJM	02/15/98	Networks and Communication Title  20	$20.27	$28.95	$28.95
Networks and Communication	BLT	02/16/98	Networks and Communication Title  21	$20.27	$28.95	$28.95
Networks and Communication	MJM	02/27/98	Networks and Communication Title  22	$20.27	$28.95	$28.95
Networks and Communication	BLT	02/04/98	Networks and Communication Title  23	$23.07	$32.95	$32.95
Networks and Communication	BLT	02/04/98	Networks and Communication Title  24	$26.36	$32.95	$29.66
Networks and Communication	BLT	02/22/98	Networks and Communication Title  25	$16.07	$22.95	$22.95
Networks and Communication	JMB	02/26/98	Networks and Communication Title  26	$17.47	$24.95	$24.95
Networks and Communication	MJM	02/18/98	Networks and Communication Title  27	$30.07	$42.95	$42.95
Networks and Communication	BLT	02/25/98	Networks and Communication Title  28	$25.17	$35.95	$35.95
Networks and Communication	BLT	02/07/98	Networks and Communication Title  29	$23.07	$32.95	$32.95
Networks and Communication	BLT	02/24/98	Networks and Communication Title  30	$25.17	$35.95	$35.95
Networks and Communication	MJM	02/15/98	Networks and Communication Title  31	$20.27	$28.95	$28.95
Networks and Communication	MJM	02/18/98	Networks and Communication Title  32	$20.27	$28.95	$26.06
Networks and Communication	JMB	02/08/98	Networks and Communication Title  33	$20.27	$28.95	$28.95
Networks and Communication	BLT	02/24/98	Networks and Communication Title  34	$27.97	$39.95	$31.96
Networks and Communication	BLT	02/24/98	Networks and Communication Title  35	$20.97	$29.95	$29.95
Networks and Communication	JMB	02/14/98	Networks and Communication Title  36	$28.76	$35.95	$35.95
Networks and Communication	MJM	02/27/98	Networks and Communication Title  37	$23.07	$32.95	$32.95
Networks and Communication	JMB	02/05/98	Networks and Communication Title  38	$20.97	$29.95	$29.95
Networks and Communication	JMB	02/11/98	Networks and Communication Title  39	$25.17	$35.95	$35.95
Networks and Communication	JMB	02/23/98	Networks and Communication Title  40	$20.97	$29.95	$26.96
Operating Systems	BLT	02/22/98	Operating Systems Title   1	$20.27	$28.95	$28.95
Operating Systems	JMB	02/17/98	Operating Systems Title   2	$23.07	$32.95	$32.95
Operating Systems	BLT	02/07/98	Operating Systems Title   3	$20.97	$29.95	$29.95
Operating Systems	JMB	02/26/98	Operating Systems Title   4	$20.27	$28.95	$28.95
Operating Systems	BLT	02/25/98	Operating Systems Title   5	$16.07	$22.95	$22.95
Operating Systems	MJM	02/03/98	Operating Systems Title   6	$23.07	$32.95	$32.95
Operating Systems	BLT	02/28/98	Operating Systems Title   7	$30.07	$42.95	$42.95
Operating Systems	BLT	02/22/98	Operating Systems Title   8	$23.07	$32.95	$29.66
Operating Systems	JMB	02/14/98	Operating Systems Title   9	$23.07	$32.95	$32.95
Operating Systems	MJM	02/06/98	Operating Systems Title  10	$20.27	$28.95	$28.95
Operating Systems	BLT	02/25/98	Operating Systems Title  11	$25.17	$35.95	$35.95
Operating Systems	JMB	02/23/98	Operating Systems Title  12	$12.76	$15.95	$15.95
Operating Systems	BLT	02/04/98	Operating Systems Title  13	$20.97	$29.95	$29.95
Operating Systems	JMB	02/17/98	Operating Systems Title  14	$13.27	$18.95	$18.95
Operating Systems	BLT	02/24/98	Operating Systems Title  15	$30.07	$42.95	$42.95
Operating Systems	BLT	02/07/98	Operating Systems Title  16	$20.97	$29.95	$26.96
Operating Systems	BLT	02/22/98	Operating Systems Title  17	$27.97	$39.95	$31.96
Operating Systems	BLT	02/13/98	Operating Systems Title  18	$25.17	$35.95	$35.95
Operating Systems	BLT	02/19/98	Operating Systems Title  19	$20.97	$29.95	$29.95
Operating Systems	JMB	02/26/98	Operating Systems Title  20	$25.17	$35.95	$35.95
Operating Systems	BLT	02/16/98	Operating Systems Title  21	$20.97	$29.95	$29.95
Operating Systems	BLT	02/12/98	Operating Systems Title  22	$20.27	$28.95	$28.95
Operating Systems	MJM	02/21/98	Operating Systems Title  23	$30.07	$42.95	$42.95
Operating Systems	JMB	02/05/98	Operating Systems Title  24	$28.76	$35.95	$32.36
Operating Systems	BLT	02/22/98	Operating Systems Title  25	$20.27	$28.95	$28.95
Operating Systems	BLT	02/19/98	Operating Systems Title  26	$17.47	$24.95	$24.95
Operating Systems	BLT	02/10/98	Operating Systems Title  27	$20.97	$29.95	$29.95
Operating Systems	BLT	02/10/98	Operating Systems Title  28	$25.17	$35.95	$35.95
Operating Systems	JMB	02/11/98	Operating Systems Title  29	$27.97	$39.95	$39.95
Operating Systems	MJM	02/06/98	Operating Systems Title  30	$20.97	$29.95	$29.95
Operating Systems	JMB	02/14/98	Operating Systems Title  31	$23.07	$32.95	$32.95
Operating Systems	JMB	02/26/98	Operating Systems Title  32	$17.47	$24.95	$22.46
Operating Systems	JMB	02/02/98	Operating Systems Title  33	$17.47	$24.95	$24.95
Operating Systems	BLT	02/01/98	Operating Systems Title  34	$23.07	$32.95	$26.36
Operating Systems	BLT	02/12/98	Operating Systems Title  35	$30.07	$42.95	$42.95
Operating Systems	MJM	02/03/98	Operating Systems Title  36	$23.96	$29.95	$29.95
